mu_alpha_mean,mu_alpha_hdi_low,mu_alpha_hdi_high,sigma_alpha_mean,sigma_alpha_hdi_low,sigma_alpha_hdi_high,mu_beta_mean,mu_beta_hdi_low,mu_beta_hdi_high,sigma_beta_mean,sigma_beta_hdi_low,sigma_beta_hdi_high
-2.450498021683349,-5.382192458971018,2.6223385532911188,3.5207026797813343,0.00010025208214059852,6.730216059914155,-0.5592172074397048,-3.197994539718181,1.6856328600068127,0.9286604808980797,0.020826482266764014,1.9275804839774882
