mu_alpha_mean,mu_alpha_hdi_low,mu_alpha_hdi_high,sigma_alpha_mean,sigma_alpha_hdi_low,sigma_alpha_hdi_high,mu_beta_mean,mu_beta_hdi_low,mu_beta_hdi_high,sigma_beta_mean,sigma_beta_hdi_low,sigma_beta_hdi_high
-0.9209782902405137,-5.6230653345430515,2.969844183479724,11.62029808818194,0.0007309318001914628,47.27400158333506,-2.892071150262622,-4.700158265573823,-0.9323902169675987,0.7680230238245088,0.0018642740403599766,1.8722456925655444
