subject,alpha_mean,alpha_median,alpha_hdi_low,alpha_hdi_high,beta_mean,beta_median,beta_hdi_low,beta_hdi_high,r_hat_alpha,r_hat_beta,log_likelihood,n_trials
67911b9be5af0ac0763a28c7,0.36136102848566654,0.33164386176154487,0.00018855821053838373,0.8282090419051136,0.33843127319873767,0.1461540887336279,0.0008181104061526501,1.376652883816277,1.0005594560680968,1.0093488043976593,-37.83017572735406,48
67cc3f4c640c0ff4df30a225,0.39653090265120305,0.38427086420262396,0.0018927049417537256,0.8293058653239217,0.4972742995097446,0.3459976841703618,0.005867924222872634,1.418747644925273,1.0081948092305217,1.0053916748620584,-35.44905551815605,48
67d1d172e049a486152a5ce9,0.3372384125465313,0.29430985076153904,0.0006282340264325281,0.7934269982634953,0.7479823025456883,0.4740998127368812,0.01011660863299102,2.294339536775374,1.002328575231876,1.0029195777529323,-33.724998930193,45
67eb5332af03cf75862d5e87,0.4550538865160878,0.4642917227262553,0.0018979998015515162,0.8557556883110459,0.5027088825427152,0.3970730605732102,0.007509354527787004,1.1640363657762027,1.0017140097500903,1.00183453095771,-34.55017824089584,48
67f864f1b7ea815cc3583637,0.3750833435728811,0.35003317634263065,0.0022543850883109395,0.8305405030228427,0.4121725641040105,0.2849937441769774,0.007655018137476877,1.2003833197418843,1.0021750659602124,1.0048020360153642,-34.98193448420222,47
680aac52abce2170943ff846,0.5084788595947314,0.5216903994577724,0.06066177207410941,0.9065317472608566,0.7846498052776569,0.7395609992501159,0.0927070671885617,1.457790169689026,1.0005364680662499,1.0004321773451001,-32.36346068756701,48
68598a1d4cebd213b2abb1d9,0.42132987114163867,0.41976722822930046,0.00011964292291999357,0.844467381408181,0.3030123123180907,0.15878225696835283,0.0007784856421942654,0.7805993333117085,1.0016037184144801,1.0277070215362363,-36.66662706976042,48
68e541cbbf146b5c074849ac,0.41548101444499363,0.4166341095011542,0.000523898168906245,0.8470818260672395,0.3151244409371874,0.16847950120623625,0.0006488378232028524,0.7876793379778851,1.0034976539586207,1.0338819868499671,-36.79586042403525,48
6902584f39b4b2ce82a5eda6,0.3782245066137798,0.35777618530375027,0.00018900543044288523,0.8273477622261833,0.3031956515774489,0.16320554490391848,0.0015949021917120998,0.99467188365068,1.0009481559079663,1.006549625656268,-36.93680778937376,48
69124176667ec0990dfb9da1,0.36449836972805283,0.34782272974473516,0.0007823660722152681,0.8085899149677055,0.444595529241451,0.21208950014932185,0.000740053821789044,1.8884631657328343,1.00136159347526,1.0096870478402298,-37.14540298818132,48
6917b43630e666e39c18fa7b,0.37745166883225273,0.3563432896086365,0.0028042135440998206,0.8171520784286057,0.7608376232597424,0.5037581215017428,0.005503779687044963,2.1130964569632535,1.0045462489438293,1.0124482801421486,-34.848324260959416,48
692d65c6d41395358622de47,0.4239307019417829,0.418296845174158,0.0073544398439043535,0.8443423725512424,0.6398943675887301,0.5209391189176344,0.015053479739085107,1.5251866205007458,1.0027721645254248,1.003719781004146,-34.131942892191574,48
692e41b6e14a945652e39997,0.3402361334097228,0.3044874468870847,0.00024091342335370424,0.8031398967324157,0.3093804410305311,0.1435918436588514,0.000742777153511856,1.1363788174158413,1.0038451381735503,1.0049118791867708,-37.37002837139923,48
6932b19c5260dda743fca4af,0.4013435564078981,0.3870149405134129,0.00019242756908140896,0.8347565583494172,0.3042097714428491,0.21125808493076614,0.0020977984387133206,0.8514295403763172,1.0015876345350574,1.0018097412397926,-35.85686971821693,48
69727a44c5c16e6541319a6a,0.46001169561120875,0.45879148001645154,0.028825184476252264,0.8679052702282737,1.1726343839504698,1.051387874983762,0.1880547711020366,2.299920057506094,1.0063636981785316,1.0142647592989464,-31.018726741245,48
697a7ca703a2f04efb2de9e9,0.3949932905525643,0.3792661860302011,0.0015455637571474279,0.8251228670898483,0.21060025438350716,0.1518459981615919,0.00326643158345917,0.5833757226357021,1.000282983871395,1.0016402285471824,-35.69612052663205,48
697a8232cf359493f5c6f3fb,0.39862753922830474,0.384023899978747,0.012401374118746991,0.8190152819805083,1.2016339345265743,1.0035662072643015,0.0827249133732123,2.769441533233219,1.0033943924804034,1.0059395765508072,-31.843554072305935,48
697cbad1e4fa658183a9a4ba,0.5111177842372121,0.5183517985331483,0.07200580366450413,0.8998874663586625,1.1833553570735638,1.1172156844284706,0.3422372106441658,2.0910679597711828,1.0004677125840196,1.0028923635316496,-30.29464131641173,48
