subject,alpha_mean,alpha_median,alpha_hdi_low,alpha_hdi_high,beta_mean,beta_median,beta_hdi_low,beta_hdi_high,r_hat_alpha,r_hat_beta,shrinkage_alpha,shrinkage_beta,n_trials
6631997e0554bb6d25062fd4,0.2831184721258386,0.03905635382768281,0.0,0.9999688808821797,0.1390170687224634,0.04517610951543139,0.00013972348729449142,0.5728556523049381,1.0026030555166652,1.0013383244154552,-0.11355671161097097,0.04315791107777528,48
663636e1e732142a9c211523,0.4265014940219878,0.25226539360583683,5.115606289770287e-10,1.0,0.10455489090162283,0.035457386997919414,4.5399929762484854e-05,0.3917640805520535,1.002828061377879,1.0028632695747943,0.02982631028517818,0.00869573325693472,48
664c9a37d570871d534dd3c2,0.3973659542482086,0.1820713523648118,2.694454217942104e-10,1.0,0.13125240469666938,0.03781404695072221,4.5399929762484854e-05,0.4027797001532448,1.0006261259995066,1.0027967312540187,0.0006907705113989859,0.03539324705198127,48
66723b1f7c3cf6961f0868a3,0.4962306794575442,0.4835387155358,1.6258034349969743e-05,1.0,0.148544509751964,0.04767007035109505,4.5399929762484854e-05,0.552147690616447,1.000755908030885,1.0077472096280662,0.09955549572073458,0.0526853521072759,48
667a7ab2a6179deb78e9dd1a,0.509120878757802,0.5360269826399942,0.0002412891586654864,1.0,0.6846747101480929,0.05721726714801332,4.5399929762484854e-05,2.353417190522807,1.0009719380907474,1.0020985025425582,0.11244569502099239,0.5888155525034048,48
667bd577710d52a05ac09036,0.5035878718166477,0.5022864633829605,0.00023295150589084496,1.0,0.17930546606784448,0.044013317238407,4.5399929762484854e-05,0.6432057080192348,1.001596117900572,1.0022483855190139,0.10691268807983806,0.08344630842315637,48
669533c82c03a4d6320159d3,0.37899314676514495,0.12683505811570367,4.8173047498634045e-267,0.9999999998331333,0.10162177001181058,0.03894206805729452,0.00021436766392541568,0.4175871433671335,1.0029314008986037,1.0013016237485448,-0.01768203697166465,0.005762612367122472,48
66b0cd32e02e57ac86e82550,0.41088592986262756,0.20149951071596164,1.3358777874500115e-10,1.0,0.08983012570640422,0.035488891809326135,4.5399929762484854e-05,0.31197163483187923,1.0022478549091611,1.0012713850722972,0.014210746125817963,-0.006029031938283885,48
66b0ce2b37f5b9ab41e82585,0.33281780266563404,0.07632755624201146,2.037837584477584e-245,0.9999992933492272,0.09442861713365501,0.03499229924295375,4.5399929762484854e-05,0.3572526482801252,1.0025133854373374,1.003489825335817,-0.06385738107117556,-0.0014305405110330988,48
66cc85c87017ef38adbaebc6,0.3273453537736948,0.0688943528391476,0.0,0.999998735252771,0.1225878808691629,0.04054453681363617,4.5399929762484854e-05,0.4489989811806509,1.0027903981526922,1.0031600705649155,-0.06932982996311482,0.026728723224474796,48
67911b9be5af0ac0763a28c7,0.36779184555612177,0.1133729947646951,0.0,0.9999998045758489,0.13840881544460124,0.03883472752804042,4.6689991886505466e-05,0.5415632651966561,1.001659880791972,1.0001577603335825,-0.028883338180687834,0.042549657799913126,48
67cc3f4c640c0ff4df30a225,0.36190182587216047,0.11547603149129315,0.0,0.9999999733428688,0.1184497830638622,0.041139518772561764,4.5399929762484854e-05,0.3812329826870005,1.000143744878486,1.0029303357806532,-0.034773357864649135,0.022590625419174087,48
67d1d172e049a486152a5ce9,0.3583855247566577,0.10740965337433601,0.0,0.9999999986291062,0.1425649298213498,0.04334484218658035,4.5399929762484854e-05,0.5234321636165026,1.0020583545473203,1.0045819875563493,-0.03828965898015191,0.04670577217666169,45
67eb5332af03cf75862d5e87,0.34443302629954725,0.08061003551919156,0.0,0.9999999841476614,0.2492166222878078,0.06183527861448755,6.67479528321101e-05,0.827544348779299,1.0005691596832205,1.0051772475470944,-0.05224215743726235,0.1533574646431197,48
67f864f1b7ea815cc3583637,0.37501917537048035,0.12113661654804023,0.0,0.9999999994053443,0.13690850029227453,0.04462850954530454,7.838840781319834e-05,0.4757584053028437,1.003502220548321,1.0033080096129987,-0.02165600836632925,0.04104934264758642,47
680aac52abce2170943ff846,0.4413726153409221,0.29868348650007975,3.770417030771939e-08,1.0,0.19981855490794295,0.059797515738502165,9.465679811879977e-05,0.7647452447570279,1.0005769501582653,1.0040910017700715,0.04469743160411249,0.10395939726325484,48
68598a1d4cebd213b2abb1d9,0.3494067177018947,0.08560762723321877,3.694077628778616e-244,0.9999999960400237,0.13950774150808215,0.041654981342601365,0.00019262567940838392,0.5818074005715262,1.001512240535769,1.0018323396831468,-0.04726846603491491,0.04364858386339404,48
68e541cbbf146b5c074849ac,0.2931005553021132,0.03758143070923853,0.0,0.9999821683218993,0.12739762060450108,0.0394871207644844,4.5399929762484854e-05,0.4845523575867692,1.0014978585300929,1.0055191474838046,-0.10357462843469639,0.03153846295981297,48
6902584f39b4b2ce82a5eda6,0.33327897440092225,0.06722164217321228,0.0,0.9999997094124552,0.11760137203869755,0.039167541535500776,0.00010612439182263654,0.46379873961235013,1.0003024278998718,1.003945126219003,-0.06339620933588735,0.021742214394009446,48
69124176667ec0990dfb9da1,0.2542405291385055,0.029270621689828122,0.0,0.993674100806483,0.15141407654324027,0.04690149181163872,4.5399929762484854e-05,0.5868476439264199,1.0024500198799675,1.0033913848004141,-0.14243465459830412,0.05555491889855216,48
6917b43630e666e39c18fa7b,0.3748260582986502,0.13570950570813867,3.5129458491501664e-10,1.0,0.1488409527139898,0.04592509553682566,4.5399929762484854e-05,0.5083326510255319,1.0036554709774872,1.0005923778469865,-0.021849125438159422,0.0529817950693017,48
692d65c6d41395358622de47,0.34672621966627104,0.10318662120985424,2.4896254897284693e-269,0.99999842162848,0.3588376989421806,0.05299476597444497,9.240896225090695e-05,0.8897040060200393,1.001304151100261,1.0015356770536739,-0.04994896407053856,0.2629785412974925,48
692e41b6e14a945652e39997,0.25089876957551166,0.02719929926536925,0.0,0.992084439224734,0.1358941246163795,0.03811410548497273,4.5399929762484854e-05,0.5175812784211044,1.0011600546116193,1.0035940020194738,-0.14577641416129794,0.0400349669716914,48
6932b19c5260dda743fca4af,0.3290589378261272,0.07759416268196129,0.0,0.9999717834495125,0.1248126487193084,0.041076102868955154,0.00011004263186387679,0.41918109928375397,1.0003243678890503,1.0029335431125646,-0.06761624591068238,0.028953491074620294,48
69727a44c5c16e6541319a6a,0.45066687482919715,0.3235553969460638,7.141963293446538e-08,1.0,0.22169081824023001,0.051008629411345895,4.5399929762484854e-05,0.8025664107400865,1.0015116172054557,1.0024917604943162,0.05399169109238755,0.1258316605955419,48
697a7ca703a2f04efb2de9e9,0.2867851676353134,0.0417124713776095,0.0,0.9999337556857333,0.12555084046648654,0.04223573338893586,4.5399929762484854e-05,0.4498851803750203,1.00059842553779,1.003959831316472,-0.10989001610149618,0.029691682821798432,48
697a8232cf359493f5c6f3fb,0.4540996978619796,0.3427016887541494,4.740930692978525e-07,1.0,0.20859857618102692,0.055933507769495315,0.0002901842056922101,0.7285718398080078,1.0009145684909528,1.003682585181934,0.05742451412517002,0.11273941853633881,48
697cbad1e4fa658183a9a4ba,0.5106902615961121,0.533017344002005,1.3565936853476681e-05,1.0,0.3762694207785702,0.07365874669433282,0.00014656944017967714,1.2313024934570442,1.0008544346512078,1.000429138419017,0.11401507785930248,0.28041026313388207,48
