subject,trial,state,chosen_color,Q_patternA_white,Q_patternA_black,Q_patternB_white,Q_patternB_black,p_patternA,p_patternB
5d83b53430e67e0018bf3b38,41,white_high,white,0.16602713711266956,0.5765174766008255,0.6578862583176042,0.26630246716069667,0.8339076127076067,0.9262471153068889
5d83b53430e67e0018bf3b38,42,black_high,black,0.16602713711266956,0.5765174766008255,0.6785947771566765,0.26630246716069667,0.8339076127076067,0.9332309882443671
5d83b53430e67e0018bf3b38,43,white_high,white,0.16602713711266956,0.6090828850632819,0.6785947771566765,0.26630246716069667,0.8559228107545469,0.9332309882443671
5d83b53430e67e0018bf3b38,44,white_high,white,0.16602713711266956,0.6090828850632819,0.6817139017061951,0.26630246716069667,0.8559228107545469,0.934228162607426
5d83b53430e67e0018bf3b38,45,white_high,white,0.16602713711266956,0.6090828850632819,0.6552349299174295,0.26630246716069667,0.8559228107545469,0.9253058523328878
5d83b53430e67e0018bf3b38,46,white_high,white,0.16602713711266956,0.6090828850632819,0.6763297948161693,0.26630246716069667,0.8559228107545469,0.9324981021328118
5d83b53430e67e0018bf3b38,47,black_high,black,0.16602713711266956,0.6090828850632819,0.7089225518779045,0.26630246716069667,0.8559228107545469,0.9423564515609008
5dd0dce9ed7ea418f59810e4,0,black_high,black,0.5,0.5,0.5,0.5,0.7406337485776193,0.2593662514223807
5dd0dce9ed7ea418f59810e4,1,white_high,black,0.5,0.5,0.5,0.5,0.7406337485776193,0.2593662514223807
5dd0dce9ed7ea418f59810e4,2,white_high,white,0.5,0.5,0.5,0.2868379460409829,0.7406337485776193,0.30806535729326545
5dd0dce9ed7ea418f59810e4,3,black_high,black,0.5,0.5,0.5852648215836068,0.2868379460409829,0.7406337485776193,0.3289042095947623
5dd0dce9ed7ea418f59810e4,4,black_high,black,0.5,0.5426324107918035,0.5852648215836068,0.2868379460409829,0.7497505220626444,0.3289042095947623
5dd0dce9ed7ea418f59810e4,5,white_high,black,0.5,0.6949868294598064,0.5852648215836068,0.2868379460409829,0.7805509204294684,0.3289042095947623
5dd0dce9ed7ea418f59810e4,6,black_high,white,0.5,0.6949868294598064,0.5852648215836068,0.1645520145780196,0.7805509204294684,0.35998850167464863
5dd0dce9ed7ea418f59810e4,7,black_high,black,0.2868379460409829,0.6949868294598064,0.5852648215836068,0.1645520145780196,0.8189078119163574,0.35998850167464863
5dd0dce9ed7ea418f59810e4,8,black_high,black,0.2868379460409829,0.7397564757099988,0.5852648215836068,0.1645520145780196,0.826265743279579,0.35998850167464863
5dd0dce9ed7ea418f59810e4,9,white_high,black,0.2868379460409829,0.8507045640443789,0.5852648215836068,0.1645520145780196,0.843479813735624,0.35998850167464863
5dd0dce9ed7ea418f59810e4,10,black_high,black,0.2868379460409829,0.8507045640443789,0.5852648215836068,0.09439952375693002,0.843479813735624,0.3783868343198738
5dd0dce9ed7ea418f59810e4,11,black_high,black,0.2868379460409829,0.8717203968025896,0.5852648215836068,0.09439952375693002,0.8465794517963829,0.3783868343198738
5dd0dce9ed7ea418f59810e4,12,white_high,white,0.2868379460409829,0.8837766734080016,0.5852648215836068,0.09439952375693002,0.8483348466291882,0.3783868343198738
5dd0dce9ed7ea418f59810e4,13,black_high,black,0.2868379460409829,0.8837766734080016,0.719444015752399,0.09439952375693002,0.8483348466291882,0.41452887982360287
5dd0dce9ed7ea418f59810e4,14,white_high,white,0.2868379460409829,0.6775310146857811,0.719444015752399,0.09439952375693002,0.8159738908243056,0.41452887982360287
5dd0dce9ed7ea418f59810e4,15,white_high,black,0.2868379460409829,0.6775310146857811,0.8390517954578236,0.09439952375693002,0.8159738908243056,0.4475537884533906
5dd0dce9ed7ea418f59810e4,16,white_high,black,0.2868379460409829,0.6775310146857811,0.8390517954578236,0.054154731003369545,0.8159738908243056,0.4587858678383482
5dd0dce9ed7ea418f59810e4,17,white_high,black,0.2868379460409829,0.6775310146857811,0.8390517954578236,0.031067263618816912,0.8159738908243056,0.4652491443718979
5dd0dce9ed7ea418f59810e4,18,white_high,white,0.2868379460409829,0.6775310146857811,0.8390517954578236,0.017822540171070392,0.8159738908243056,0.46896238587230255
5dd0dce9ed7ea418f59810e4,19,white_high,black,0.2868379460409829,0.6775310146857811,0.779770662804866,0.017822540171070392,0.8159738908243056,0.45237508060107534
5dd0dce9ed7ea418f59810e4,20,black_high,black,0.2868379460409829,0.6775310146857811,0.779770662804866,0.010224361631805477,0.8159738908243056,0.45449598869855035
