subject,trial,V_target,V_distractor,p_target
5e92178e8ee4fe54b65b7c39,26,0.9902976801890697,-0.016907767279937924,0.5749962469906065
5e92178e8ee4fe54b65b7c39,27,0.7198839485453354,0.5026802604034691,0.5162901095422504
5e92178e8ee4fe54b65b7c39,28,-0.14430883741248957,0.6886861834695532,0.4378273341811379
5e92178e8ee4fe54b65b7c39,29,0.7784682420129744,0.53674649228617,0.5181274152672416
5e92178e8ee4fe54b65b7c39,30,1.4669981437035422,1.1525308771216956,0.5235756584452538
5e92178e8ee4fe54b65b7c39,31,0.15058964485138746,0.40642236453109326,0.48081537243376377
5e92178e8ee4fe54b65b7c39,32,0.04648666367344467,0.633499959199419,0.4560724122848897
5e92178e8ee4fe54b65b7c39,33,-0.27516660396189935,0.8621775311368508,0.4154887371602095
5e92178e8ee4fe54b65b7c39,34,0.8935250724010358,0.9051290556870467,0.4991294029335925
5e92178e8ee4fe54b65b7c39,35,0.15588527240217565,0.87470294805695,0.44627830646739375
5e92178e8ee4fe54b65b7c39,36,-0.019488387663329276,-0.16441393984184632,0.5108714395532182
5e92178e8ee4fe54b65b7c39,37,0.9901915498713565,0.9934826447132985,0.49975308304858085
5e92178e8ee4fe54b65b7c39,38,1.459762801222917,0.7517318089252745,0.5529216181043308
5e92178e8ee4fe54b65b7c39,39,0.558765375492377,1.094390084493536,0.4599006402727351
5e92178e8ee4fe54b65b7c39,40,0.7395016562601334,1.037153939333222,0.4776832412237335
5e92178e8ee4fe54b65b7c39,41,1.1638892657667883,1.109387879216974,0.504088918112319
5e92178e8ee4fe54b65b7c39,42,1.09132744053602,0.8715391654847241,0.5164838119143617
5e92178e8ee4fe54b65b7c39,43,0.4671633543017732,0.5707866608864764,0.49222620662962285
5e92178e8ee4fe54b65b7c39,44,0.5308597116979539,0.664137862062448,0.4900020350874408
5e92178e8ee4fe54b65b7c39,45,0.6203958796003962,0.6018417856267204,0.5013920318544798
5e92178e8ee4fe54b65b7c39,46,1.0797997072178438,0.4384902030235931,0.5479667804901789
5e92178e8ee4fe54b65b7c39,47,1.0496806164609616,0.995807013889092,0.504041821240811
5ee7fbc114d0a60f9b076fb6,0,0.0,0.0,0.5
5ee7fbc114d0a60f9b076fb6,1,0.0,0.0,0.5
5ee7fbc114d0a60f9b076fb6,2,0.08431507444071087,0.3442156897422268,0.4431879226140832
5ee7fbc114d0a60f9b076fb6,3,0.09327035082290125,0.09977209098134125,0.498572614404165
5ee7fbc114d0a60f9b076fb6,4,0.06991304763911733,0.15355161997057987,0.4816462709460618
5ee7fbc114d0a60f9b076fb6,5,-0.0475935184930802,-0.07991596043625117,0.5070955797914084
5ee7fbc114d0a60f9b076fb6,6,-0.08918860944980474,0.3718476404758189,0.4001445466015776
5ee7fbc114d0a60f9b076fb6,7,0.37113315153675397,0.16715965967086885,0.5446609141773775
5ee7fbc114d0a60f9b076fb6,8,0.5023336869847197,0.05109547931824085,0.5977884256350888
5ee7fbc114d0a60f9b076fb6,9,0.44120006995261357,0.0038078730925781845,0.5948615050806588
