subject,frac_exploit,switch_count,mean_run_explore,mean_run_exploit,A,B,pi,state_labels,states,observations,mapped_observations,category,loglik
66723b1f7c3cf6961f0868a3,1.0,0,,48.0,"[[0.5393850311726514, 0.4606149688273488], [0.3523425809066374, 0.6476574190933626]]","[[4.79207100689254e-05, 0.999952079289931], [3.6851149340745564e-05, 0.9999631488506592]]","[0.48397771147431123, 0.5160222885256888]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998717951625
669533c82c03a4d6320159d3,1.0,0,,48.0,"[[0.5692306525133809, 0.4307693474866192], [0.3449486713428621, 0.6550513286571378]]","[[4.672514433096704e-05, 0.999953274855669], [3.759080959292953e-05, 0.999962409190407]]","[0.487321024657782, 0.512678975342218]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998727525433
66cb3e461d3bc3f143a834bb,1.0,0,,48.0,"[[0.6219242846502084, 0.3780757153497917], [0.3901063172086331, 0.6098936827913669]]","[[0.01976829940855793, 0.980231700591442], [0.022017143945186616, 0.9779828560548134]]","[0.5383889792750659, 0.46161102072493415]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, -1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-4.8606445108237
66cc85c87017ef38adbaebc6,1.0,0,,48.0,"[[0.5685204481972161, 0.43147955180278397], [0.3465267240433267, 0.6534732759566734]]","[[4.671322447526574e-05, 0.9999532867755246], [3.7598528094960544e-05, 0.999962401471905]]","[0.46551183605027424, 0.5344881639497258]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998727655949
67911b9be5af0ac0763a28c7,1.0,0,,48.0,"[[0.6359147610187185, 0.3640852389812816], [0.4285844635063565, 0.5714155364936435]]","[[3.857211827667462e-05, 0.9999614278817233], [4.529285479347135e-05, 0.9999547071452065]]","[0.5173736546147231, 0.482626345385277]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.001999873794633
67cc3f4c640c0ff4df30a225,0.8958333333333334,8,1.25,8.6,"[[0.5793292038938999, 0.42067079610610014], [0.32460238868233354, 0.6753976113176664]]","[[0.24473064039921885, 0.7552693596007812], [0.0007537123366193889, 0.9992462876633806]]","[2.6728797485777967e-10, 0.9999999997327119]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 0, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-off-cycling,-15.812997707754484
67d1d172e049a486152a5ce9,0.8541666666666666,4,3.5,13.666666666666666,"[[0.9248848240312706, 0.07511517596872937], [0.39780883588917904, 0.602191164110821]]","[[0.06267606030333372, 0.9373239396966664], [0.9993590265992097, 0.000640973400790323]]","[1.0, 4.31713157125093e-143]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 0, -1, 0, 0, -1, 1, 0, 1, 1, 0, 0, 1, 0, -1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, -1, -1, 0, 1, 1, 0, 1, 1, 1, -1, -1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",on-off-cycling,-21.43619127291878
67eb5332af03cf75862d5e87,1.0,0,,48.0,"[[0.6641407885986514, 0.33585921140134856], [0.42983522772734034, 0.5701647722726596]]","[[3.7153639158916476e-05, 0.999962846360841], [4.741867846772876e-05, 0.9999525813215322]]","[0.5366118698490626, 0.4633881301509374]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998721480379
682b23f345fc428cc9586a06,0.0,0,48.0,,"[[0.5743239259186931, 0.42567607408130687], [0.40682952344532725, 0.5931704765546727]]","[[0.060787087921472374, 0.9392129120785276], [0.06421247201414819, 0.9357875279858519]]","[0.5132294629129706, 0.48677053708702933]","{1: 'explore', 0: 'exploit'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, -1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, -1, 1, 1, 0, 1, 0, 1, 1, 0, -1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",off-to-off,-11.22193061050478
68e541cbbf146b5c074849ac,0.0,0,48.0,,"[[0.6064749964776609, 0.393525003522339], [0.40153936943690843, 0.5984606305630916]]","[[0.04350548943537942, 0.9564945105646206], [0.039877464471328436, 0.9601225355286716]]","[0.45321959722551136, 0.5467804027744887]","{1: 'explore', 0: 'exploit'}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",off-to-off,-8.313657916609747
69124176667ec0990dfb9da1,1.0,0,,48.0,"[[0.6116485951003495, 0.3883514048996505], [0.4044199699224008, 0.5955800300775991]]","[[0.01981545076467003, 0.98018454923533], [0.02197866124100342, 0.9780213387589966]]","[0.5432548335666646, 0.45674516643333546]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, -1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-4.86063980380039
69126cc06844917f79f2ec58,0.8541666666666666,1,7.0,41.0,"[[0.9741759084507666, 0.025824091549233336], [5.174311044570387e-05, 0.9999482568895544]]","[[2.8921851740340993e-05, 0.9999710781482596], [0.32365485774834846, 0.6763451422516517]]","[1.0, 2.3987386298235896e-54]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, -1, 1, 0, -1, -1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",on-to-off,-8.467533532744477
6917b43630e666e39c18fa7b,1.0,0,,48.0,"[[0.6470759533270292, 0.3529240466729707], [0.43795676210899276, 0.5620432378910072]]","[[3.7703039267066224e-05, 0.9999622969607329], [4.655289916335096e-05, 0.9999534471008366]]","[0.5068314944768033, 0.49316850552319674]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998729113304
692e41b6e14a945652e39997,1.0,0,,48.0,"[[0.6328465038057757, 0.3671534961942243], [0.41757784991175667, 0.5824221500882434]]","[[3.9135991809944845e-05, 0.99996086400819], [4.453931685501243e-05, 0.9999554606831449]]","[0.5382200369246708, 0.4617799630753292]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998742176937
6932b19c5260dda743fca4af,1.0,0,,48.0,"[[0.6019955497773407, 0.3980044502226593], [0.4003223134841282, 0.5996776865158717]]","[[0.0874528231175674, 0.9125471768824327], [0.07928158059714448, 0.9207184194028555]]","[0.44925140635539995, 0.5507485936446]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-13.767693292170373
693348df632d7f923e83d2bb,0.9375,4,1.5,15.0,"[[0.9526343794838069, 0.04736562051619306], [0.656662165890671, 0.34333783410932917]]","[[0.00010483783671525168, 0.9998951621632847], [0.9476544988123057, 0.052345501187694314]]","[1.0, 5.951600516715642e-40]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, -1, -1, 1, 1, 1, 1, 0, 1, 1, -1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-off-cycling,-10.06172225321215
696c3f1675addf129b4bff87,1.0,0,,48.0,"[[0.639026223161803, 0.36097377683819704], [0.4152019339499394, 0.5847980660500606]]","[[3.89405977641437e-05, 0.9999610594022358], [4.479512044029509e-05, 0.9999552048795597]]","[0.5359885135563286, 0.46401148644367135]","{1: 'explore', 0: 'exploit'}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",on-to-on,-0.0019998740753533
