participant_id,n_trials,viterbi_states,means,covars,transmat,state_labels,log_likelihood
67f864f1b7ea815cc3583637,48,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7.914893617021277], [55.0]]","[[[22.588714350384784]], [[0.01]]]","[[0.9782608695652182, 0.021739130434781772], [1.0, 0.0]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-143.3840201385712
680aac52abce2170943ff846,48,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[[9.831778817247038], [31.345839672595595]]","[[[36.8134283269814]], [[27.84343424957028]]]","[[0.7883158825941068, 0.2116841174058933], [0.7743671072573107, 0.22563289274268933]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-174.70574840673726
68598a1d4cebd213b2abb1d9,48,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[[5.58256199179408], [15.922645658268848]]","[[[17.901400640165022]], [[43.38503931229704]]]","[[0.7645417423739034, 0.23545825762609676], [0.9999999999999912, 8.81737087205503e-15]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-151.15758365492547
68e541cbbf146b5c074849ac,48,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[[4.930437515714111], [25.327687300769828]]","[[[14.79858591580991]], [[147.5904663744184]]]","[[0.8889709912113204, 0.11102900878867968], [0.08101492844846225, 0.9189850715515377]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-180.4586822488317
6902584f39b4b2ce82a5eda6,48,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[17.528926501789044], [70.0829474425663]]","[[[98.56829163856723]], [[1044.7855335609024]]]","[[0.9727831517341373, 0.027216848265862747], [0.9999991439598533, 8.560401467244169e-07]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-185.2267856369175
69124176667ec0990dfb9da1,48,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7.936539351640145], [27.9162383146283]]","[[[37.90996291522392]], [[218.3568581231664]]]","[[0.9233851499985334, 0.07661485000146676], [0.2664640537673927, 0.7335359462326072]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-173.68761380002417
6917b43630e666e39c18fa7b,48,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[[8.275763281498604], [21.737131222283768]]","[[[22.48778926762474]], [[6.204943897218344]]]","[[0.7788707667899294, 0.22112923321007066], [1.0, 1.0240272024628744e-27]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-155.08597154316556
692d65c6d41395358622de47,48,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[7.572180265421351], [26.937095334530003]]","[[[16.8981437500978]], [[140.92940273891875]]]","[[0.8167844642667375, 0.1832155357332626], [0.5574364263707191, 0.442563573629281]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-165.7246004895586
692e41b6e14a945652e39997,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[10.554846086006574], [21.242656090303697]]","[[[67.78803272663909]], [[91.76143870742244]]]","[[0.9999996862790003, 3.13720999679318e-07], [0.10143479062409433, 0.8985652093759057]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-172.21377362612031
6932b19c5260dda743fca4af,48,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[[4.602650403424037], [24.97514042440173]]","[[[9.078127201304733]], [[194.08195743857695]]]","[[0.19773757597814107, 0.8022624240218589], [0.46797734217507897, 0.5320226578249211]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-186.15500989716338
69727a44c5c16e6541319a6a,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[[5.019775145290851], [22.602474076506688]]","[[[7.1789112160727555]], [[96.71373271901601]]]","[[0.45977695092501325, 0.5402230490749867], [0.15364875393314192, 0.8463512460668581]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-180.1958125346076
6977bd8c4a66002ceaa54c1d,48,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[[4.986024792703716], [17.934614556750226]]","[[[8.953311171059463]], [[20.70233379626184]]]","[[0.6499650038115207, 0.35003499618847944], [0.7632089954085726, 0.23679100459142746]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-151.2811604848219
6978e94c86ef2c792e089759,48,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]","[[3.76706642408965], [19.188316318771406]]","[[[5.460738322757524]], [[55.4243269343237]]]","[[0.17596869205093413, 0.8240313079490659], [0.5009696649997505, 0.4990303350002495]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-166.0619310482043
697a7ca703a2f04efb2de9e9,48,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[6.004339393105948], [19.62540834716161]]","[[[14.935856544258986]], [[2.6476042555045156]]]","[[0.9065011816551648, 0.09349881834483514], [0.8026757490280636, 0.19732425097193632]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-143.83717621200535
697a8232cf359493f5c6f3fb,48,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[[4.8422184705076825], [23.522619504590722]]","[[[17.85668548311198]], [[93.58840370310602]]]","[[0.1961515623475425, 0.8038484376524575], [0.30632956975473286, 0.6936704302452672]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-184.63514157622785
697cbad1e4fa658183a9a4ba,48,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[[8.333403504060199], [22.60449934195471]]","[[[32.83676958178225]], [[7.73599285713005]]]","[[0.9268887835733677, 0.0731112164266323], [0.9999979528850435, 2.047114956655263e-06]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-157.52000657388388
