participant_id,n_trials,viterbi_states,means,covars,transmat,state_labels,log_likelihood
6902584f39b4b2ce82a5eda6,48,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[17.528888392169854], [70.07484198406881]]","[[[98.56772728992644]], [[1045.0216779970535]]]","[[0.9727746052527455, 0.027225394747254567], [0.9999979160836493, 2.0839163506801695e-06]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-185.22678808958918
69124176667ec0990dfb9da1,48,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7.9347552168488145], [27.904803379120565]]","[[[37.891853978615984]], [[218.3613183841937]]]","[[0.9233011726414605, 0.07669882735853946], [0.2664476947111179, 0.733552305288882]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-173.68759553286256
6917b43630e666e39c18fa7b,48,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[[8.258426613492333], [21.695539642421515]]","[[[22.37157806752036]], [[6.3806507213825]]]","[[0.7764746192078563, 0.22352538079214368], [0.9999999999996763, 3.237376421031398e-13]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-155.08599039271002
692d65c6d41395358622de47,48,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[[7.571355654143129], [26.90524439260563]]","[[[16.88822422095728]], [[141.3056817115849]]]","[[0.8165619636644615, 0.1834380363355384], [0.5567744597305143, 0.4432255402694857]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-165.72456863213455
692e41b6e14a945652e39997,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[10.554845041171962], [21.24265221845889]]","[[[67.78802460994355]], [[91.76145053605114]]]","[[0.9999996114085454, 3.885914546517153e-07], [0.10143496222034097, 0.898565037779659]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-172.21377547880562
6932b19c5260dda743fca4af,48,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[[4.604822485718115], [24.979752402972135]]","[[[9.088303871951052]], [[194.0630302153186]]]","[[0.1980153757312122, 0.8019846242687878], [0.4681858395538845, 0.5318141604461156]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-186.15505676416123
69727a44c5c16e6541319a6a,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[[5.0186099576315275], [22.600902415874607]]","[[[7.175453846466849]], [[96.72731687781653]]]","[[0.4598418374698606, 0.5401581625301394], [0.1535588461974547, 0.8464411538025453]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-180.19579685976143
697a7ca703a2f04efb2de9e9,48,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[6.004356733673609], [19.625424406901185]]","[[[14.936050714137203]], [[2.647602895265903]]]","[[0.9065023306250408, 0.09349766937495921], [0.8026769689757848, 0.1973230310242152]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-143.83717621127192
697a8232cf359493f5c6f3fb,48,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","[[4.843063277105737], [23.524324550578164]]","[[[17.860805733068595]], [[93.5695946439918]]]","[[0.1962924026665, 0.8037075973335001], [0.3063960052020876, 0.6936039947979123]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-184.63515452809906
697cbad1e4fa658183a9a4ba,48,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[[8.330429659748122], [22.596200596304758]]","[[[32.808403601213655]], [[7.775306422772441]]]","[[0.9265994152597213, 0.07340058474027876], [0.9999996975371295, 3.024628705083849e-07]]","{""0"": ""engaged"", ""1"": ""disengaged""}",-157.52003114119393
